scrape_date,brand,company,product_name,sku_id,price,final_price,retailer,channel,promo_type,original_price,discount%,promo_text,province,city,pack_size,variant,promo_start,promo_end,sales,market_share
2026-05-29,Wings,Wings Group,Mie Sedaap Goreng Korean Spicy 87g,SKU-09E14082,3900,3900,Toko Grosir Sembako,Shopee,Regular,3900,0.0,-,Banten,Tangerang,Satuan,Spicy / Korean,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Wings,Wings Group,Mie Sedaap Cup 1 Dus Isi 12 Varian Rasa,SKU-696D05FF,69859,69859,Mitra Distributor,Shopee,Wholesale Promo,69859,0.0,Harga Grosir,Jawa Tengah,Surakarta,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,758,0.0253
2026-05-29,Wings,Wings Group,"Mie Sedaap Kuah Ayam Bawang, Bakso, Soto, sedap goreng, korean spicy, singapore spicy laksa Sedap 5pcs/Pack",SKU-6CB5A435,21428,21428,Toko Grosir Sembako,Shopee,Bundling Promo,21428,0.0,Beli Banyak Lebih Murah,Jawa Barat,Depok,Bundling,Soto,2026-05-01,2026-05-31,392,0.0131
2026-05-29,Wings,Wings Group,SEDAAP MIE AYAM BAWANG ISI 5 71 GR,SKU-1F581C3C,13290,13290,Retail Express,Shopee,Bundling Promo,13290,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bandung,Bundling,Ayam Bawang,2026-05-01,2026-05-31,7,0.0002
2026-05-29,Wings,Wings Group,Sedap Mie Instant Goreng Kenyal Isi 5x90gr,SKU-71CBDFEA,25500,25500,Toko Grosir Sembako,Shopee,Bundling Promo,25500,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bandung,Bundling,Goreng Spesial,2026-05-01,2026-05-31,245,0.0082
2026-05-29,Wings,Wings Group,Mie Sedap All Varian Rasa Isi 40 Pcs,SKU-9AB7E94E,152000,152000,Toko Grosir Sembako,Shopee,Wholesale Promo,152000,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,6,0.0002
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Goreng Bag x 5 Pcs,SKU-A57E63B2,17500,17500,Toko Grosir Sembako,Shopee,Bundling Promo,17500,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Timur,Bundling,Goreng Spesial,2026-05-01,2026-05-31,65,0.0022
2026-05-29,Wings,Wings Group,SEDAAP MIE KUAH RASA SOTO ISI 5 BUNGKUS X75 GR,SKU-49C1C591,12490,12490,Retail Express,Shopee,Bundling Promo,12490,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Barat,Bundling,Soto,2026-05-01,2026-05-31,202,0.0067
2026-05-29,Wings,Wings Group,Mie Sedaap Ayam Bawang Mie Instan 70 gram [ 1 Dus Isi 40 Pcs ],SKU-0939C13D,133000,133000,Toko Grosir Sembako,Shopee,Wholesale Promo,133000,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Ayam Bawang,2026-05-01,2026-05-31,8,0.0003
2026-05-29,Wings,Wings Group,MIE SEDAAP CUP 3 RASA GORENG/ RAWIT BINGIT/ SPICY CHICKEN,SKU-663A9F7E,9000,9000,Toko Kelontong Digital,Shopee,Regular,9000,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Spicy / Korean,2026-05-01,2026-05-31,370,0.0123
2026-05-29,Wings,Wings Group,Sedaap Mie Instant Goreng & Rebus 5 x 90 g m,SKU-77AD9E72,23500,23500,Official Store,Shopee,Bundling Promo,23500,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bogor,Bundling,Goreng Spesial,2026-05-01,2026-05-31,49,0.0016
2026-05-29,Wings,Wings Group,Mie Sedaap Korean cheese Buldak,SKU-1C4B4046,3700,3700,Supermarket Online,Shopee,Regular,3700,0.0,-,Jawa Timur,Surabaya,Satuan,Spicy / Korean,2026-05-01,2026-05-31,30,0.001
2026-05-29,Wings,Wings Group,Mie Sedaap rasa Soto / ayam bawang mie instan kuah [1 dus isi 40 pc ],SKU-76BD6E6D,1000,1000,Retail Express,Shopee,Discount,143499,99.3,Diskon Spesial,Jawa Barat,Bogor,Grosir,Soto,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Wings,Wings Group,Mie Sedaap Mie Instan Mi Goreng 90g ( 1 dus isi 40 bungkus ),SKU-FF76E8E0,147500,147500,Mitra Distributor,Shopee,Wholesale Promo,147500,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,412,0.0137
2026-05-29,Wings,Wings Group,SEDAAP MIE MIE INSTANT SOTO 76g,SKU-67FEE4DA,3100,3100,Toko Grosir Sembako,Shopee,Regular,3100,0.0,-,Sumatera Utara,Medan,Satuan,Soto,2026-05-01,2026-05-31,4,0.0001
2026-05-29,Wings,Wings Group,Mie Instan Sedaap Goreng Karton Praktis Higienis,SKU-2088332D,130000,130000,Official Store,Shopee,Wholesale Promo,130000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Goreng Spesial,2026-05-01,2026-05-31,3000,0.1
2026-05-29,Wings,Wings Group,SEDAAP MIE AYAM SPESIAL 69 GR,SKU-76F8301C,3080,3080,Toko Grosir Sembako,Shopee,Regular,3080,0.0,-,Jawa Barat,Bekasi,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,265,0.0088
2026-05-29,Wings,Wings Group,Mie Sedaap Rasa Soto 76Gr Original Kuah Lezat Koya Gurih,SKU-E6E33873,7701,7701,Toko Kelontong Digital,Shopee,Regular,7701,0.0,-,Jawa Tengah,Magelang,Satuan,Soto,2026-05-01,2026-05-31,6,0.0002
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Goreng Bag 90 gr Box isi 40,SKU-70F852D3,149000,149000,Official Store,Shopee,Wholesale Promo,149000,0.0,Harga Grosir,Banten,Tangerang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,0,0.0
2026-05-29,Wings,Wings Group,10 Bungkus Mie Sedaap Goreng 90 gram - Paket Hemat ED Panjang,SKU-F664011E,200,200,Toko Grosir Sembako,Shopee,Discount,39350,99.5,Diskon Spesial,Jawa Tengah,Surakarta,Satuan,Goreng Spesial,2026-05-01,2026-05-31,13,0.0004
2026-05-29,Wings,Wings Group,Mie Sedaap Mi Instant Rasa Mi Goreng Per Pack Isi 5,SKU-36A34472,32000,32000,Mitra Distributor,Shopee,Bundling Promo,32000,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Timur,Bundling,Goreng Spesial,2026-05-01,2026-05-31,1,0.0
2026-05-29,Wings,Wings Group,Sedaap Mie Cup Singapore Spicy Laksa 12 Pcs x 86 gr,SKU-DD58D166,67800,67800,Mitra Distributor,Shopee,Bundling Promo,67800,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Utara,Bundling,Laksa,2026-05-01,2026-05-31,10,0.0003
2026-05-29,Wings,Wings Group,Mie sedaap Kuah isi 40pcs 1dus,SKU-7B569AA3,125000,125000,Supermarket Online,Shopee,Wholesale Promo,125000,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,1000,0.0333
2026-05-29,Wings,Wings Group,[Mie] Sedaap Mie All Varian | Aneka Pilihan Rasa,SKU-A17D207E,3950,3950,Toko Grosir Sembako,Shopee,Regular,3950,0.0,-,DKI Jakarta,Jakarta Barat,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,17,0.0006
2026-05-29,Wings,Wings Group,Mie Instan Sedaap Goreng 1Dus isi 40pcs,SKU-ADBCEEA8,129500,129500,Mitra Distributor,Shopee,Wholesale Promo,129500,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Goreng Spesial,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,SEDAAP MIE INSTAN GORENG 90 GR,SKU-F7316E4D,4620,4620,Retail Express,Shopee,Regular,4620,0.0,-,Jawa Timur,Sidoarjo,Satuan,Goreng Spesial,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Wings,Wings Group,Mie Sedaap Goreng 40pcs per Karton expayet bulan 12 2026,SKU-2B7B5742,137850,137850,Retail Express,Shopee,Wholesale Promo,137850,0.0,Harga Grosir,Banten,Tangerang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Wings,Wings Group,Sedaap Mie Korean Spicy Soup Bag 77gr Kenyal Pedas,SKU-881E30F9,4247,4247,Mitra Distributor,Shopee,Regular,4247,0.0,-,DKI Jakarta,Jakarta Utara,Satuan,Spicy / Korean,2026-05-01,2026-05-31,125,0.0042
2026-05-29,Wings,Wings Group,MIE SEDAAP KUAH ALL VARIAN 1 DUS (40PCS),SKU-2D1DEA42,140900,140900,Toko Kelontong Digital,Shopee,Wholesale Promo,140900,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,42,0.0014
2026-05-29,Wings,Wings Group,Mie Sedaap Soto Mie Instan 75 gram [ 1 Dus Isi 40 Pcs ],SKU-FB5B1A36,133000,133000,Official Store,Shopee,Wholesale Promo,133000,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Soto,2026-05-01,2026-05-31,4,0.0001
2026-05-29,Wings,Wings Group,(Isi 40 Pcs) Mie Sedaap Rasa Soto Mie Instan 75gr 1 Dus,SKU-CFF08DE2,142700,142700,Official Store,Shopee,Wholesale Promo,142700,0.0,Harga Grosir,Banten,Tangerang,Grosir,Soto,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,"MIE SEDAAP Cup - Korean Spicy, Soto, Kari, Ayam Nampol, Goreng",SKU-CC2DF2DA,5700,5700,Supermarket Online,Shopee,Regular,5700,0.0,-,DKI Jakarta,Jakarta Utara,Satuan,Soto,2026-05-01,2026-05-31,99,0.0033
2026-05-29,Wings,Wings Group,Mie Instan Sedaap Kuah & Goreng Ecer,SKU-7BF70DD6,3850,3850,Retail Express,Shopee,Regular,3850,0.0,-,Jawa Timur,Sidoarjo,Satuan,Goreng Spesial,2026-05-01,2026-05-31,578,0.0193
2026-05-29,Wings,Wings Group,Mie Sedaap Rasa Soto ( 1 Dus Isi 40 Bungkus ),SKU-C2C32BCE,140000,140000,Supermarket Online,Shopee,Wholesale Promo,140000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Soto,2026-05-01,2026-05-31,1,0.0
2026-05-29,Wings,Wings Group,[PAKET 10 PCS] Mie Sedaap Kuah All Varian - Pilih Rasa Favoritmu!,SKU-C7900838,36999,36999,Mitra Distributor,Shopee,Bundling Promo,36999,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Timur,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,692,0.0231
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Goreng 1 Dus 90 Gr X 40 Bks Produk Original ED Panjang,SKU-D8E68768,140299,140299,Retail Express,Shopee,Wholesale Promo,140299,0.0,Harga Grosir,DKI Jakarta,Jakarta Utara,Grosir,Goreng Spesial,2026-05-01,2026-05-31,57,0.0019
2026-05-29,Wings,Wings Group,MIE SEDAAP GORENG INSTAN 91gr KARTON,SKU-27295F52,135000,135000,Toko Kelontong Digital,Shopee,Wholesale Promo,135000,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Goreng Spesial,2026-05-01,2026-05-31,6000,0.2001
2026-05-29,Wings,Wings Group,"Sedaap Mie Instan Goreng 90 gr x 40 - Bawang Goreng Asli, Tekstur Kenyal, Rasa Komplit",SKU-39CE65E8,125000,125000,Toko Kelontong Digital,Shopee,Wholesale Promo,125000,0.0,Harga Grosir,Jawa Barat,Bandung,Grosir,Goreng Spesial,2026-05-01,2026-05-31,1,0.0
2026-05-29,Wings,Wings Group,Mie Sedap 1 Dus Isi 40 Mix Murah Grosir,SKU-FDA6AB59,149999,149999,Supermarket Online,Shopee,Wholesale Promo,149999,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,78,0.0026
2026-05-29,Wings,Wings Group,Mie Sedaap Goreng ( 1 Dus Isi 40 Bungkus ),SKU-22C3C3D8,140500,140500,Toko Grosir Sembako,Shopee,Wholesale Promo,140500,0.0,Harga Grosir,Banten,Tangerang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,0,0.0
2026-05-29,Wings,Wings Group,1 Dus Mie Sedaap Cup Goreng - Korean Spicy Chicken Isi 12 Cup,SKU-E8774C98,68000,68000,Toko Kelontong Digital,Shopee,Wholesale Promo,68000,0.0,Harga Grosir,Jawa Barat,Depok,Grosir,Spicy / Korean,2026-05-01,2026-05-31,616,0.0205
2026-05-29,Wings,Wings Group,[GROSIR] Mie Sedaap Goreng 1 Dus Isi 40 pcs Mie Instan Harga Murah & Original,SKU-01AC7175,141000,141000,Toko Kelontong Digital,Shopee,Wholesale Promo,141000,0.0,Harga Grosir,DKI Jakarta,Jakarta Utara,Grosir,Goreng Spesial,2026-05-01,2026-05-31,597,0.0199
2026-05-29,Wings,Wings Group,SEDAAP MIE MIE INSTANT SOTO 5x76g,SKU-F69780CB,14900,14900,Toko Kelontong Digital,Shopee,Regular,14900,0.0,-,Jawa Tengah,Magelang,Satuan,Soto,2026-05-01,2026-05-31,169,0.0056
2026-05-29,Wings,Wings Group,I'M Soul Mie Sedaap Kari Spesial (1 dus 40 pcs),SKU-E73ED228,140000,140000,Mitra Distributor,Shopee,Wholesale Promo,140000,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Kari,2026-05-01,2026-05-31,9,0.0003
2026-05-29,Wings,Wings Group,Mie sedaap korean spicy chicken,SKU-26725CE3,5500,5500,Toko Kelontong Digital,Shopee,Regular,5500,0.0,-,Jawa Tengah,Semarang,Satuan,Spicy / Korean,2026-05-01,2026-05-31,23,0.0008
2026-05-29,Wings,Wings Group,SEDAAP MIE GORENG 90 GR KARTON,SKU-D01AE1FC,106990,106990,Mitra Distributor,Shopee,Wholesale Promo,106990,0.0,Harga Grosir,Jawa Tengah,Semarang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,11,0.0004
2026-05-29,Wings,Wings Group,5 Pcs Mie Sedaap Goreng 91gr Rasa Gurih,SKU-7FC5BDEF,23000,23000,Toko Grosir Sembako,Shopee,Bundling Promo,23000,0.0,Beli Banyak Lebih Murah,Jawa Barat,Bekasi,Bundling,Goreng Spesial,2026-05-01,2026-05-31,125,0.0042
2026-05-29,Wings,Wings Group,Mie Sedaap Instan perDUS isi 40pcs,SKU-89087FF4,142000,142000,Mitra Distributor,Shopee,Wholesale Promo,142000,0.0,Harga Grosir,DKI Jakarta,Jakarta Barat,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,3,0.0001
2026-05-29,Wings,Wings Group,Mie Sedaap Selection Korean Spicy Chicken 87g Pedas Gilaaa,SKU-695A7EC6,5000,5000,Toko Grosir Sembako,Shopee,Regular,5000,0.0,-,DKI Jakarta,Jakarta Selatan,Satuan,Spicy / Korean,2026-05-01,2026-05-31,170,0.0057
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Mi Goreng,SKU-BE4A184F,4010,4010,Toko Grosir Sembako,Shopee,Regular,4010,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Goreng Spesial,2026-05-01,2026-05-31,9,0.0003
2026-05-29,Wings,Wings Group,Mie Sedaap Soto 1 Dus 40pc (5pcx8pack),SKU-77CAD0E5,129900,129900,Toko Kelontong Digital,Shopee,Wholesale Promo,129900,0.0,Harga Grosir,DKI Jakarta,Jakarta Utara,Grosir,Soto,2026-05-01,2026-05-31,15,0.0005
2026-05-29,Wings,Wings Group,Sedaap Mie Goreng 90 Gr,SKU-3FCE2FF7,3200,3200,Mitra Distributor,Shopee,Regular,3200,0.0,-,DKI Jakarta,Jakarta Pusat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,2000,0.0667
2026-05-29,Wings,Wings Group,SEDAAP MI GORENG ISI 5BKS @ 90G,SKU-2B74C31E,16680,16680,Supermarket Online,Shopee,Bundling Promo,16680,0.0,Beli Banyak Lebih Murah,Jawa Barat,Depok,Bundling,Goreng Spesial,2026-05-01,2026-05-31,1000,0.0333
2026-05-29,Wings,Wings Group,Sedaap Mie Instant,SKU-DB25D394,3300,3300,Toko Grosir Sembako,Shopee,Regular,3300,0.0,-,Banten,Tangerang,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,348,0.0116
2026-05-29,Wings,Wings Group,SEDAAP MIE KUAH RASA SOTO ISI 5 BUNGKUS X75 GR,SKU-18667902,13690,13690,Retail Express,Shopee,Bundling Promo,13690,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Selatan,Bundling,Soto,2026-05-01,2026-05-31,456,0.0152
2026-05-29,Wings,Wings Group,SEDAAP MIE GORENG ISI 5 BUNGKUS X 90 GR,SKU-2AAC6AFC,16680,16680,Toko Kelontong Digital,Shopee,Bundling Promo,16680,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Barat,Bundling,Goreng Spesial,2026-05-01,2026-05-31,1000,0.0333
2026-05-29,Wings,Wings Group,MAKANAN MI INSTAN MIE SEDAAP SEDAP RAWIT BINGIT RASA AYAM JERIT PACK 5'S X 77GR,SKU-3A8EE9C2,24250,24250,Toko Grosir Sembako,Shopee,Bundling Promo,24250,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Timur,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,SEDAAP MIE GORENG SALERO PADANG 86 GR,SKU-2C5865EB,4376,4376,Toko Grosir Sembako,Shopee,Regular,4376,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Goreng Spesial,2026-05-01,2026-05-31,157,0.0052
2026-05-29,Wings,Wings Group,Mie Sedaap All Varian isi 40 Pcs / Dus,SKU-CC614AE8,136700,136700,Toko Grosir Sembako,Shopee,Wholesale Promo,136700,0.0,Harga Grosir,Jawa Tengah,Surakarta,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,153,0.0051
2026-05-29,Wings,Wings Group,Makanan Mi Instan Mie SedAAP Sedap Rawit Bingit Rasa Ayam Jerit Per Karton Isi 40's X 77gr,SKU-2648992A,152000,152000,Toko Grosir Sembako,Shopee,Wholesale Promo,152000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,5,0.0002
2026-05-29,Wings,Wings Group,1 dus (40 bungkus) mie sedaap kuah rasa rawit bingit,SKU-FBE6E09D,125500,125500,Toko Grosir Sembako,Shopee,Wholesale Promo,125500,0.0,Harga Grosir,Jawa Barat,Bogor,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,3,0.0001
2026-05-29,Wings,Wings Group,SEDAP GORENG 1 dus [KARTON] Mie Goreng Sedaap 90 gram,SKU-092A0B01,148500,148500,Mitra Distributor,Shopee,Wholesale Promo,148500,0.0,Harga Grosir,Jawa Barat,Bandung,Grosir,Goreng Spesial,2026-05-01,2026-05-31,946,0.0315
2026-05-29,Wings,Wings Group,Mie Sedaap Instant Rasa Soto (1 Dus/40 Pcs),SKU-2B6705A9,139000,139000,Retail Express,Shopee,Wholesale Promo,139000,0.0,Harga Grosir,Jawa Timur,Sidoarjo,Grosir,Soto,2026-05-01,2026-05-31,7,0.0002
2026-05-29,Wings,Wings Group,MAKANAN MI INSTAN MIE SEDAAP SEDAP GORENG PACK 5'S X 90GR,SKU-046F9A8D,24250,24250,Retail Express,Shopee,Bundling Promo,24250,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Selatan,Bundling,Goreng Spesial,2026-05-01,2026-05-31,13,0.0004
2026-05-29,Wings,Wings Group,sedap mi goreng 90 gr,SKU-F03E6212,3800,3800,Toko Grosir Sembako,Shopee,Regular,3800,0.0,-,DKI Jakarta,Jakarta Barat,Satuan,Goreng Spesial,2026-05-01,2026-05-31,30,0.001
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Goreng 90gr Isi 40 1 karton,SKU-B59F45E6,148900,148900,Retail Express,Shopee,Wholesale Promo,148900,0.0,Harga Grosir,Banten,Tangerang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,( Termurah ) Mie Sedaap Cup,SKU-C12A96CB,7000,7000,Official Store,Shopee,Regular,7000,0.0,-,Banten,Tangerang Selatan,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,11,0.0004
2026-05-29,Wings,Wings Group,SEDAAP MIE MIE INSTANT GORENG BAKED 87g,SKU-8FE239AC,2800,2800,Toko Kelontong Digital,Shopee,Regular,2800,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Goreng Spesial,2026-05-01,2026-05-31,39,0.0013
2026-05-29,Wings,Wings Group,Mie Sedaap Mie Instan / Mie Sedap goreng / soto / korean / kari / laksa / ayam bawang,SKU-AA3D65AB,4400,4400,Retail Express,Shopee,Regular,4400,0.0,-,DKI Jakarta,Jakarta Timur,Satuan,Soto,2026-05-01,2026-05-31,181,0.006
2026-05-29,Wings,Wings Group,Sedaap Mie Cup Rasa Baso Bleduk,SKU-F53D60E4,6690,6690,Mitra Distributor,Shopee,Regular,6690,0.0,-,Jawa Barat,Depok,Satuan,Lainnya / Mix,2026-05-01,2026-05-31,14,0.0005
2026-05-29,Wings,Wings Group,(FANIA GROSIR) [1 DOS] Mie Sedaap Goreng All Variant (1dus Isi 40pcs) | Mie Instant |,SKU-DDC9783E,143000,143000,Toko Kelontong Digital,Shopee,Wholesale Promo,143000,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Goreng Spesial,2026-05-01,2026-05-31,10,0.0003
2026-05-29,Wings,Wings Group,SEDAAP MIE KUAH RASA SOTO ISI 5 BUNGKUS X75 GR,SKU-DAA542B9,13290,13290,Retail Express,Shopee,Bundling Promo,13290,0.0,Beli Banyak Lebih Murah,Jawa Timur,Surabaya,Bundling,Soto,2026-05-01,2026-05-31,356,0.0119
2026-05-29,Wings,Wings Group,Mie Sedaap Dus Isi 40 Bungkus All Varian,SKU-FFFAF7F9,151550,151550,Toko Grosir Sembako,Shopee,Wholesale Promo,151550,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,32,0.0011
2026-05-29,Wings,Wings Group,Mie Sedaap Cup Goreng ( 1 Kardus isi 12pc),SKU-81A7F904,66000,66000,Supermarket Online,Shopee,Wholesale Promo,66000,0.0,Harga Grosir,DKI Jakarta,Jakarta Utara,Grosir,Goreng Spesial,2026-05-01,2026-05-31,0,0.0
2026-05-29,Wings,Wings Group,Mie Sedaap Soto Instan 75gr 1 Pack Isi 5 Pcs,SKU-F2158B1C,17800,17800,Retail Express,Shopee,Bundling Promo,17800,0.0,Beli Banyak Lebih Murah,Jawa Timur,Sidoarjo,Bundling,Soto,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,Mie Sedaap Goreng 1 Dus @40pcs,SKU-DEB74968,149999,149999,Official Store,Shopee,Wholesale Promo,149999,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Goreng Spesial,2026-05-01,2026-05-31,0,0.0
2026-05-29,Wings,Wings Group,Mie Sedaap Singapore Spicy Laksa,SKU-A0472870,4010,4010,Supermarket Online,Shopee,Regular,4010,0.0,-,Jawa Barat,Bandung,Satuan,Laksa,2026-05-01,2026-05-31,62,0.0021
2026-05-29,Wings,Wings Group,MIE SEDAAP CUP 77 GR ALL VARIAN ( 1 DUS ),SKU-44FACB3A,70000,70000,Mitra Distributor,Shopee,Wholesale Promo,70000,0.0,Harga Grosir,Jawa Timur,Malang,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,10,0.0003
2026-05-29,Wings,Wings Group,Makanan Mi Instan Mie SedAAP Sedap Cup Baso SpESial Per Karton Isi 12's X 77gr,SKU-DC4D9A40,76500,76500,Toko Kelontong Digital,Shopee,Wholesale Promo,76500,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,1,0.0
2026-05-29,Wings,Wings Group,MAKANAN MI INSTAN MIE SEDAAP SEDAP RAWIT BINGIT BASO BLEDUK CUP PACK 6'S X 77GR,SKU-19722823,40500,40500,Toko Kelontong Digital,Shopee,Bundling Promo,40500,0.0,Beli Banyak Lebih Murah,Jawa Barat,Depok,Bundling,Lainnya / Mix,2026-05-01,2026-05-31,0,0.0
2026-05-29,Wings,Wings Group,Sedaap Mie Instan Soto Isi 5 Bag 75 gr,SKU-F86F7B8A,20000,20000,Toko Kelontong Digital,Shopee,Bundling Promo,20000,0.0,Beli Banyak Lebih Murah,DKI Jakarta,Jakarta Timur,Bundling,Soto,2026-05-01,2026-05-31,2,0.0001
2026-05-29,Wings,Wings Group,Sedap Mie Instant Soto Kenyal 5x75gr,SKU-BF145BD7,24990,24990,Retail Express,Shopee,Regular,24990,0.0,-,Jawa Barat,Bogor,Satuan,Soto,2026-05-01,2026-05-31,141,0.0047
2026-05-29,Wings,Wings Group,SedAAP MIE Ayam Bawang 70 GR,SKU-3A96528B,4384,4384,Toko Grosir Sembako,Shopee,Regular,4384,0.0,-,DKI Jakarta,Jakarta Utara,Satuan,Ayam Bawang,2026-05-01,2026-05-31,433,0.0144
2026-05-29,Wings,Wings Group,Mie Sedaap Soto 1 Karton Isi 40pcs Khas Soto,SKU-CF14ED12,126850,126850,Toko Grosir Sembako,Shopee,Wholesale Promo,126850,0.0,Harga Grosir,Jawa Barat,Bandung,Grosir,Soto,2026-05-01,2026-05-31,100,0.0033
2026-05-29,Wings,Wings Group,mie sedaap 1 dus ( bisa mix ),SKU-69D14BE6,159000,159000,Retail Express,Shopee,Wholesale Promo,159000,0.0,Harga Grosir,DKI Jakarta,Jakarta Barat,Grosir,Lainnya / Mix,2026-05-01,2026-05-31,136,0.0045
2026-05-29,Wings,Wings Group,MIE SEDAP GORENG 90 GR / 1 DUS ISI 40,SKU-0026F65B,148372,148372,Official Store,Shopee,Wholesale Promo,148372,0.0,Harga Grosir,Jawa Barat,Bekasi,Grosir,Goreng Spesial,2026-05-01,2026-05-31,61,0.002
2026-05-29,Wings,Wings Group,mie sedaap goreng 1 dus,SKU-5633F78B,125840,125840,Retail Express,Shopee,Wholesale Promo,125840,0.0,Harga Grosir,DKI Jakarta,Jakarta Selatan,Grosir,Goreng Spesial,2026-05-01,2026-05-31,1,0.0
2026-05-29,Wings,Wings Group,Mie Sedaap Instant Singapore Spicy Laksa (1 Dus/40 Pcs),SKU-499F2B8B,139000,139000,Toko Grosir Sembako,Shopee,Wholesale Promo,139000,0.0,Harga Grosir,Sumatera Utara,Medan,Grosir,Laksa,2026-05-01,2026-05-31,27,0.0009
2026-05-29,Wings,Wings Group,Paramart - Mie Sedaap Goreng 1 Dus Karton [Isi 40pcs] Mie Instan,SKU-1F6A929B,143199,143199,Official Store,Shopee,Wholesale Promo,143199,0.0,Harga Grosir,Jawa Tengah,Surakarta,Grosir,Goreng Spesial,2026-05-01,2026-05-31,108,0.0036
2026-05-29,Wings,Wings Group,Mie Sedaap Instant Goreng (1 Dus/40 Pcs),SKU-5A51BD56,147000,147000,Retail Express,Shopee,Wholesale Promo,147000,0.0,Harga Grosir,DKI Jakarta,Jakarta Timur,Grosir,Goreng Spesial,2026-05-01,2026-05-31,9,0.0003
2026-05-29,Wings,Wings Group,Mie Sedaap Mie Instan / Mie Sedap 1 dus goreng / soto / laksa / chef Devina / korean / Mix rasa,SKU-C4B8C60D,138000,138000,Toko Kelontong Digital,Shopee,Wholesale Promo,138000,0.0,Harga Grosir,Jawa Timur,Surabaya,Grosir,Soto,2026-05-01,2026-05-31,12,0.0004
